,_id,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_121,5d886cb76dcc122b63b1ad48,Kenman73,looking fo fun?,"['Traveling', 'Boating', 'Golf']",Nurses are fantastic,Non-Smoker with Average body type," Austin, Texas ","68 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,Kenman73 is looking for a relationship.,Bachelors Degree,Professional,retired,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No,Blond(e),Green,Yes,All my kids are over 18,Over 10 years,Not Ambitious,Dog,Other,68,M,Sagittarius
match_122,5d886cb76dcc122b63b1ad49,jamesgoat57,No,None,Hi there my name si James looking for a nice lady to date and see were it gos iam a country boy looking for a lady who likes the quiet life of country living i love to dance very loven like to snuggle and kisses big hugs,Smokes Often with Average body type," Seguin, Texas ","62 year old Male, 6' 0"" (183cm), Other",Caucasian,jamesgoat57 is looking for a relationship.,High school,Blue Collar,County,Woman,Long Term,Not Completed,Not Completed,Often (>3times/week),Does not want children,Widowed,No,Brown,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,Cat,,62,M,Cancer
match_123,5d886cb76dcc122b63b1ad4a,PedroMMartinezRodriguez,Aquí estoy,"['Amor', 'Cariño Y Mucho Placer', '']","Quisiera una mujer a la que pueda amar , complacer y darle todo mi amor y cariño , a su vez sentir lo mismo. Me gusta amar y sentirme amado.",Non-Smoker with Average body type," Austin, Texas ","59 year old Male, 5' 11"" (180cm), Non-religious",Hispanic,PedroMMartinezRodriguez is looking for a relationship.,Bachelors Degree,Blue Collar,Obrero,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Black,Hazel,Yes,Yes,Over 10 years,Somewhat Ambitious,No Pets,Spanish,59,M,Capricorn
match_124,5d886cb76dcc122b63b1ad4b,dannymata,In search of a Dulcinea,None,"Long distance runner, listen to country and Christian music, like to read.",Non-Smoker with Thin body type," San antonio, Texas ","56 year old Male, 5' 8"" (173cm), Christian - other",Hispanic,dannymata is looking for a relationship.,Some college,Professional,Electrician,Woman,Long Term,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,Yes,All my kids are over 18,Over 2 years,Ambitious,No Pets,Spanish,56,M,Taurus
match_125,5d886cb76dcc122b63b1ad4c,Mark314,"Wasy going, open minded...","['Don’t worry', 'Be happy', '']","Seeking my partner, not a Sugar Momma, and not a dependent, a partner to enjoy what life brings.Adventurous, well traveled, inquisitive, open minded, honesty, communication and trust are all important to me, as they should be my partner.I enjoy travel, different cultures, exploring the world.I ride a motorcycle, paddle a kayak, Scuba, snorkeling, enjoy board games, cards, dominoes, pool, darts, open to almost anything.Independent in many ways, and seek the same in my partner. If you seek a man who will be home every night, I’m not him, as sometimes business takes me out of town. Not always, but about a week total a month.If you’d like to know more, just ask, I’m an open book.",Non-Smoker with A Few Extra Pounds body type," New braunfels, Texas ","56 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,Mark314 is looking for a relationship.,Bachelors Degree,Adventurer,Regional Manager,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Mixed Color,Hazel,Prefer Not To Say,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,56,M,Pisces
match_126,5d886cb76dcc122b63b1ad4d,Telltruth,LOOK NO FURTHER! I'M FOR REAL!,None,"Biking, swimming, Casinos, beach, sports, etc.",Non-Smoker with Prefer Not To Say body type," San antonio, Texas ","64 year old Male, 5' 8"" (173cm), Catholic",Hispanic,Telltruth is actively seeking a relationship.,High school,Beach Bum,Government job,Woman,Long Term,Viewhis relationship needs,View his chemistry results,No,Prefer Not To Say,Divorced,No,Grey,Brown,Yes,All my kids are over 18,Over 9 years,Ambitious,No Pets,Spanish,64,M,Gemini
match_127,5d886cb76dcc122b63b1ad4e,mc4golf,Your sexy Dream Date.,"['Dancing country music', 'Classic rock', 'Golf']","Sometime the pond is murky. Good fishing. Is this thing on? Hi sexy ladies, let the excitement begin. A true ""boy scout"" type here- not looking to just get into your pants. Respectful. Loneliness killer. I can help fulfill your dreams.  Looking for breathtaking companionship, dancing & travel partner to exotic destinations.(boots/cowboy hat emoji). Not talking about line dancing. Waltz, polka, jittbug, boogie and two-step/swing, salsa.  Local old fashioned dates only please. Wink- (big heart).  Native Texan, 43 years in Austin area. Respectful, honest, grandpa.  Livin the dream. Employed ElecEng product development Full-time. Entrepreneur. Traffic ninja PT. Previously volunteer work weekly. Prefer non-fiction & real-life documentaries, Talk radio. Independent thinker; inventor; leader. Talk with me, not at me! Love cook-outs, grilling meats. Take my golfing seriously; certified swing instructor. I don't hang out at bars, except honky tonk and pool hall.  Drinks of choice are Tennessee bourbon, Rita's & Bordeaux wine, cinnamon flavored organic French roast coffee with vanilla flavored nut milk. Unsweetened Ice tea, sparkling lemon water, coconut juice. Low-carb diet. Freckles, no tats.Good with animals & pets. Can ride horses, but don't own a saddle. Raised cattle during the 80's. Have motorcycle license, haven't ridden regularly since fatherhood. Very good with my hands in the wood or machine shop. Have a freaky good memory. Looking for happiness. Prefer 5'3-11"" affectionate curvy red, brunette or blonde ladies (bikini, jeans emoji) w or w/o tats, but love surprises, animals and taking care of my friends (diamond emoji). Lord says:  ""Love Thy Neighbor""  Hi there neighbor! Joined POF 2/8/17. Full disclosure: Use tobacco & snore but improving, Addicted to golf, job, freedom. Mostly serious. Don't exercise much. 195 lbs. Not allergic to cedar, hope you're not. Like hot Texas weather. Allergic to giant cruise ships and dining on table cloths. Been dating much younger women and kinda addicted to that.",Smokes Occasionally with Average body type," Georgetown, Texas ","63 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,mc4golf wants to date but nothing serious.,Some University,Techie,Multiple,Woman,Dating,Viewhis relationship needs,View his chemistry results,Often (>3times/week),Prefer Not To Say,Divorced,No,Mixed Color,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,Spanish,63,M,Capricorn
match_128,5d886cb76dcc122b63b1ad4f,Austinfrgood,You're out there,"['Blue water sailing', 'Music', 'Finance']","My age has suddenly snuck up on me and I'm hoping there is still the opportunity to meet the love of my life.I am a warm, caring person, and trustworthy. Above all else, I am looking for these same qualities in a match.Having retired many years ago, I moved here recently to be near family. I am trying to identify a worthwhile organization in Austin I can be a volunteer at. One of my greatest joys is to be on the water, sailing. I guess Lady Bird Lake will have to do. PLEASE DO NOT expect me to respond if you click the “meet me”,as I will not be able to see it.If you are seriously interested, you need to send me a message.",Non-Smoker with Thin body type," Austin, Texas ","68 year old Male, 6' 2"" (188cm), Non-religious",Caucasian,Austinfrgood is actively seeking a relationship.,Graduate Degree,Adventurer,Retired,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Mixed Color,Blue,Yes,Yes,Over 10 years,Ambitious,No Pets,,68,M,Aquarius
match_129,5d886cb76dcc122b63b1ad50,rcn1977,Looking to start a new chapter in life!!,"['Baseball', 'Golf', 'Football']","**** I am not upgraded. Not able to respond to ""wants to meet you**** I will not respond to anyone who only has 1 picture on their profile or anyone who looks younger than their profile listed age, I will automatically take you as a scammer. I am not stupid!!I love music and sports and I am a musician, I play pedal steel guitar and guitar and sing a little.Like to karaoke with friends!!!I am a very family orientated person. Just looking for a friend first and see where it goes from there.I like all kinds of sports, traveling and meeting new people.",Non-Smoker with A Few Extra Pounds body type," Lockhart, Texas ","60 year old Male, 6' 0"" (183cm), Baptist",Caucasian,rcn1977 is actively seeking a relationship.,Some college,Adventurer,Control Room Operator,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Grey,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,Cat & Dog,,60,M,Sagittarius
match_13,5d886cb76dcc122b63b1acdc,1959s,"Dining, Dancing, Fun.","['Conversation', 'Dining out', 'Movies']",Get in better physical health. Work out.,Non-Smoker with Average body type," Austin, Texas ","59 year old Male, 5' 6"" (168cm), Catholic",Hispanic,1959s is looking for a relationship.,High school,Blue Collar,maintenance,Woman,Long Term,Not Completed,Not Completed,Socially,Want children,Single,No,Bald,Brown,Yes,No,Over 4 years,Ambitious,No Pets,Spanish,59,M,Sagittarius
match_130,5d886cb76dcc122b63b1ad51,2alp,"sweet and outgoing - can't read the meet me , sendmessage","['Anything outdoors', 'Camping', 'Hiking']","Funny how time goes by so quickly. I remember being newly single and coming on here. Dating on line is challenging at least for the guys. All right so this is my revamp of my profile. Here I am , a genuine gentleman , an outgoing adventures guy who loves the outdoors, loves keeping busy. I do like fine dining and exploring dives. Dancing is good for the soul, I enjoy it. I am very stable as in job, finances mind and soul, and kids and animals like me. Do you enjoy long , deep conversations? Do you enjoy a glass of wine with soothing music in the background? Let's start an adventure.Please be considerate and as much a lady as I am a gentleman. If you start conversing give me a full 15 minutes of your time and not disappear. We both value our time. May you find your hearts desire.",Non-Smoker with Athletic body type," Cedar park, Texas ","57 year old Male, 5' 9"" (175cm), Christian - other",Mixed Race,2alp is looking for a relationship.,Bachelors Degree,Adventurer,sales ,Woman,Dating,Not Completed,View his chemistry results, Socially,Undecided/Open,Divorced,No,Black,Hazel,Yes,Yes,Over 10 years,Very Ambitious,Dog,Spanish,57,M,Leo
match_131,5d886cb76dcc122b63b1ad52,clydehen67,"I’m here, fishing.","['Road trips', 'Old rnb', 'Blues']","Love conversation, looking for that special person.",Smokes Occasionally with Average body type," Austin, Texas ","57 year old Male, 6' 2"" (188cm), Non-religious",Black,clydehen67 wants to date but nothing serious.,Some University,Homebody,logistics,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Brown,Prefer Not To Say,No,Over 10 years,Very Ambitious,No Pets,,57,M,Aquarius
match_132,5d886cb76dcc122b63b1ad53,mhere4u2day,Am looking for quality not quantity,None,Looking to add some fun and excitement to a good woman’s life. I am a honest and stable guy who’s in great shape. I don’t have the upgrade membership so message me to get in touch. I have a sense of humor and love to laugh. Am looking for my best friend who I can’t wait to hear from and be with. ,Non-Smoker with Average body type," Kyle, Texas ","62 year old Male, 6' 0"" (183cm), Catholic",Caucasian,mhere4u2day is looking for a relationship.,High school,Night Owl,Retired,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Green,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,62,M,Aquarius
match_133,5d886cb76dcc122b63b1ad54,elrey62,Hola,None,"Hola, soy un hombre trabajador. tengo 3 hijos. Y soy viudo",Smokes Often with Average body type," New braunfels, Texas ","56 year old Male, 5' 11"" (180cm), Catholic",Hispanic,elrey62 is looking for a relationship.,High school,Blue Collar,Truck Driver,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Black,Brown,Yes,Yes,Over 10 years,Ambitious,Dog,Spanish,56,M,Sagittarius
